global_day,month,cycle,variant,day_in_variant,day_type,meal_count,egg_equivalent_units,dairy_meals,pasta_rice_primary_meals,plant_protein_main_meals,energy_kcal,energy_reference_kcal,energy_delta_kcal,energy_delta_pct,direct_hard_failures,direct_soft_warnings,hard_windows_touching,hard_kinds_touching,soft_windows_touching,recipe_repeat_warnings,high_recipe_repeat_warnings,off_season_occurrences,review_score
69,Novembre,3,2,4,D4,5,0.0,1,1,0,1587.3,1614.0,-26.7,-0.0166,[],[],0,{},0,0,0,0,0
70,Novembre,3,2,5,D5,5,1.6,0,0,0,1619.0,1626.0,-7.0,-0.0043,[],[],0,{},0,0,0,0,0
71,Novembre,3,3,1,D1,5,0.0,1,1,1,1652.4,1612.0,40.4,0.0251,[],[],0,{},0,0,0,0,0
72,Novembre,3,3,2,D2,6,2.0,0,1,0,1668.5,1709.0,-40.5,-0.0237,[],[],0,{},0,0,0,0,0
73,Novembre,3,3,3,D3,3,0.0,0,1,1,1399.4,1467.0,-67.6,-0.0461,[],[],0,{},0,0,0,0,0
74,Novembre,3,3,4,D4,5,0.0,1,1,0,1622.4,1614.0,8.4,0.0052,[],[],0,{},0,0,0,0,0
75,Novembre,3,3,5,D5,5,0.0,0,1,1,1621.9,1626.0,-4.1,-0.0025,[],[],0,{},0,0,0,0,0
76,Novembre,3,4,1,D1,5,0.0,1,1,0,1620.8,1612.0,8.8,0.0054,[],[],0,{},0,0,0,0,0
77,Novembre,3,4,2,D2,6,0.0,0,0,0,1691.3,1709.0,-17.7,-0.0103,[],[],0,{},0,0,0,0,0
78,Novembre,3,4,3,D3,3,0.0,1,1,1,1463.4,1467.0,-3.6,-0.0024,[],[],0,{},0,0,0,0,0
79,Novembre,3,4,4,D4,5,0.0,0,1,0,1648.7,1614.0,34.7,0.0215,[],[],0,{},0,0,0,0,0
80,Novembre,3,4,5,D5,5,0.0,0,1,1,1582.3,1626.0,-43.7,-0.0269,[],[],0,{},0,0,0,0,0
81,Novembre,3,5,1,D1,5,0.0,1,1,0,1625.1,1612.0,13.1,0.0082,[],[],0,{},0,0,0,0,0
82,Novembre,3,5,2,D2,6,2.0,0,1,1,1706.2,1709.0,-2.8,-0.0016,[],[],0,{},0,0,0,0,0
83,Novembre,3,5,3,D3,3,0.0,1,1,0,1466.1,1467.0,-0.9,-0.0006,[],[],0,{},0,0,0,0,0
84,Novembre,3,5,4,D4,5,1.0,0,0,0,1604.6,1614.0,-9.4,-0.0058,[],[],0,{},0,0,0,0,0
85,Novembre,3,5,5,D5,5,0.0,1,1,1,1625.1,1626.0,-0.9,-0.0006,[],[],0,{},0,0,0,0,0
86,Novembre,3,6,1,D1,5,0.0,0,1,0,1613.0,1612.0,1.0,0.0006,[],[],0,{},0,0,0,0,0
87,Novembre,3,6,2,D2,6,0.0,0,1,1,1706.5,1709.0,-2.5,-0.0015,[],[],0,{},0,0,0,0,0
88,Novembre,3,6,3,D3,3,0.0,1,1,0,1479.0,1467.0,12.0,0.0082,[],[],0,{},0,0,0,0,0
89,Novembre,3,6,4,D4,5,0.0,0,1,1,1602.5,1614.0,-11.5,-0.0071,[],[],0,{},0,0,0,0,0
90,Novembre,3,6,5,D5,5,0.0,1,1,0,1623.0,1626.0,-3.0,-0.0019,[],[],0,{},0,0,0,0,0
91,Dicembre,4,1,1,D1,5,0.0,0,0,0,1674.8,1612.0,62.8,0.0389,[],[],0,{},0,0,0,0,0
92,Dicembre,4,1,2,D2,6,0.0,1,1,1,1677.9,1709.0,-31.1,-0.0182,[],[],0,{},0,0,0,0,0
93,Dicembre,4,1,3,D3,3,0.0,0,1,0,1462.6,1467.0,-4.4,-0.003,[],[],0,{},0,0,0,0,0
94,Dicembre,4,1,4,D4,5,1.0,0,1,1,1642.4,1614.0,28.4,0.0176,[],[],0,{},0,0,0,0,0
95,Dicembre,4,1,5,D5,5,0.0,1,1,0,1651.5,1626.0,25.5,0.0157,[],[],0,{},0,0,0,0,0
96,Dicembre,4,2,1,D1,5,0.0,0,1,1,1613.9,1612.0,1.9,0.0012,[],[],0,{},0,0,0,0,0
97,Dicembre,4,2,2,D2,6,0.0,1,1,0,1711.5,1709.0,2.5,0.0015,[],[],0,{},0,0,0,0,0
98,Dicembre,4,2,3,D3,3,0.0,0,0,0,1453.2,1467.0,-13.8,-0.0094,[],[],0,{},0,0,0,0,0
99,Dicembre,4,2,4,D4,5,0.0,1,1,1,1610.2,1614.0,-3.8,-0.0024,[],[],0,{},0,0,0,0,0
100,Dicembre,4,2,5,D5,5,0.0,0,1,0,1627.8,1626.0,1.8,0.0011,[],[],0,{},0,0,0,0,0
101,Dicembre,4,3,1,D1,5,2.0,0,1,1,1616.2,1612.0,4.2,0.0026,[],[],0,{},0,0,0,0,0
102,Dicembre,4,3,2,D2,6,0.0,1,1,0,1719.0,1709.0,10.0,0.0058,[],[],0,{},0,0,0,0,0
103,Dicembre,4,3,3,D3,3,0.0,0,1,1,1439.4,1467.0,-27.6,-0.0188,[],[],0,{},0,0,0,0,0
104,Dicembre,4,3,4,D4,5,0.0,1,1,0,1610.6,1614.0,-3.4,-0.0021,[],[],0,{},0,0,0,0,0
105,Dicembre,4,3,5,D5,5,0.0,0,0,0,1607.7,1626.0,-18.3,-0.0113,[],[],0,{},0,0,0,0,0
106,Dicembre,4,4,1,D1,5,0.0,1,1,1,1619.2,1612.0,7.2,0.0045,[],[],0,{},0,0,0,0,0
107,Dicembre,4,4,2,D2,6,0.0,0,1,0,1718.2,1709.0,9.2,0.0054,[],[],0,{},0,0,0,0,0
108,Dicembre,4,4,3,D3,3,0.0,0,1,1,1401.3,1467.0,-65.7,-0.0448,[],[],0,{},0,0,0,0,0
109,Dicembre,4,4,4,D4,5,0.0,1,1,0,1624.5,1614.0,10.5,0.0065,[],[],0,{},0,0,0,0,0
110,Dicembre,4,4,5,D5,5,0.0,0,1,1,1619.1,1626.0,-6.9,-0.0042,[],[],0,{},0,0,0,0,0
111,Dicembre,4,5,1,D1,5,0.0,1,2,0,1620.8,1612.0,8.8,0.0054,[],[],0,{},0,0,0,0,0
112,Dicembre,4,5,2,D2,6,0.0,0,0,0,1727.1,1709.0,18.1,0.0106,[],[],0,{},0,0,0,0,0
113,Dicembre,4,5,3,D3,3,0.0,1,1,1,1512.8,1467.0,45.8,0.0312,[],[],0,{},0,0,0,0,0
114,Dicembre,4,5,4,D4,5,0.0,0,1,0,1650.8,1614.0,36.8,0.0228,[],[],0,{},0,0,0,0,0
115,Dicembre,4,5,5,D5,5,1.0,0,1,1,1613.1,1626.0,-12.9,-0.008,[],[],0,{},0,0,0,0,0
116,Dicembre,4,6,1,D1,5,0.0,1,1,0,1553.3,1612.0,-58.7,-0.0364,[],[],0,{},0,0,0,0,0
117,Dicembre,4,6,2,D2,6,0.0,0,1,1,1718.1,1709.0,9.1,0.0053,[],[],0,{},0,0,0,0,0
118,Dicembre,4,6,3,D3,3,0.0,1,1,0,1473.7,1467.0,6.7,0.0046,[],[],0,{},0,0,0,0,0
119,Dicembre,4,6,4,D4,5,0.0,0,0,0,1604.9,1614.0,-9.1,-0.0056,[],[],0,{},0,0,0,0,0
120,Dicembre,4,6,5,D5,5,0.0,1,1,1,1620.8,1626.0,-5.2,-0.0032,[],[],0,{},0,0,0,0,0
121,Gennaio,5,1,1,D1,5,0.0,0,1,0,1636.8,1612.0,24.8,0.0154,[],[],0,{},0,0,0,0,0
122,Gennaio,5,1,2,D2,6,0.0,0,2,1,1711.8,1709.0,2.8,0.0016,[],[],0,{},0,0,0,0,0
123,Gennaio,5,1,3,D3,3,0.0,1,1,0,1507.6,1467.0,40.6,0.0277,[],[],0,{},0,0,0,0,0
124,Gennaio,5,1,4,D4,5,0.0,0,1,1,1603.9,1614.0,-10.1,-0.0063,[],[],0,{},0,0,0,0,0
125,Gennaio,5,1,5,D5,5,0.0,1,1,0,1626.0,1626.0,0.0,0.0,[],[],0,{},0,0,0,0,0
126,Gennaio,5,2,1,D1,5,0.0,0,0,0,1595.5,1612.0,-16.5,-0.0102,[],[],0,{},0,0,0,0,0
127,Gennaio,5,2,2,D2,6,0.0,1,1,1,1702.6,1709.0,-6.4,-0.0037,[],[],0,{},0,0,0,0,0
128,Gennaio,5,2,3,D3,3,0.0,0,1,0,1465.6,1467.0,-1.4,-0.0009,[],[],0,{},0,0,0,0,0
129,Gennaio,5,2,4,D4,5,2.0,0,1,1,1621.6,1614.0,7.6,0.0047,[],[],0,{},0,0,0,0,0
130,Gennaio,5,2,5,D5,5,0.0,1,1,0,1601.9,1626.0,-24.1,-0.0148,[],[],0,{},0,0,0,0,0
131,Gennaio,5,3,1,D1,5,0.0,0,1,1,1613.0,1612.0,1.0,0.0006,[],[],0,{},0,0,0,0,0
132,Gennaio,5,3,2,D2,6,0.0,1,1,0,1701.4,1709.0,-7.6,-0.0044,[],[],0,{},0,0,0,0,0
133,Gennaio,5,3,3,D3,3,1.6,0,0,0,1465.8,1467.0,-1.2,-0.0008,[],[],0,{},0,0,0,0,0
134,Gennaio,5,3,4,D4,5,0.0,1,1,1,1613.2,1614.0,-0.8,-0.0005,[],[],0,{},0,0,0,0,0
135,Gennaio,5,3,5,D5,5,0.0,0,1,0,1624.8,1626.0,-1.2,-0.0007,[],[],0,{},0,0,0,0,0
136,Gennaio,5,4,1,D1,5,0.0,0,1,1,1536.8,1612.0,-75.2,-0.0467,[],[],0,{},0,0,0,0,0
137,Gennaio,5,4,2,D2,6,0.0,1,1,0,1718.4,1709.0,9.4,0.0055,[],[],0,{},0,0,0,0,0
138,Gennaio,5,4,3,D3,3,0.0,0,1,1,1466.9,1467.0,-0.1,-0.0001,[],[],0,{},0,0,0,0,0
139,Gennaio,5,4,4,D4,5,0.0,1,1,0,1603.1,1614.0,-10.9,-0.0068,[],[],0,{},0,0,0,0,0
140,Gennaio,5,4,5,D5,5,0.0,0,0,0,1639.3,1626.0,13.3,0.0082,[],[],0,{},0,0,0,0,0
141,Gennaio,5,5,1,D1,5,0.0,1,1,1,1615.8,1612.0,3.8,0.0024,[],[],0,{},0,0,0,0,0
142,Gennaio,5,5,2,D2,6,0.0,0,2,0,1713.0,1709.0,4.0,0.0024,[],[],0,{},0,0,0,0,0
143,Gennaio,5,5,3,D3,3,0.0,0,1,1,1399.9,1467.0,-67.1,-0.0457,[],[],0,{},0,0,0,0,0
144,Gennaio,5,5,4,D4,5,0.0,1,1,0,1666.2,1614.0,52.2,0.0323,[],[],0,{},0,0,0,0,0
145,Gennaio,5,5,5,D5,5,0.0,0,1,1,1628.6,1626.0,2.6,0.0016,[],[],0,{},0,0,0,0,0
146,Gennaio,5,6,1,D1,5,0.0,1,1,0,1615.2,1612.0,3.2,0.002,[],[],0,{},0,0,0,0,0
147,Gennaio,5,6,2,D2,6,0.0,0,0,0,1712.1,1709.0,3.1,0.0018,[],[],0,{},0,0,0,0,0
148,Gennaio,5,6,3,D3,3,0.0,1,1,1,1490.1,1467.0,23.1,0.0157,[],[],0,{},0,0,0,0,0
149,Gennaio,5,6,4,D4,5,0.0,0,1,0,1657.6,1614.0,43.6,0.027,[],[],0,{},0,0,0,0,0
150,Gennaio,5,6,5,D5,5,0.0,0,1,1,1585.1,1626.0,-40.9,-0.0251,[],[],0,{},0,0,0,0,0
151,Febbraio,6,1,1,D1,5,0.0,1,1,0,1652.8,1612.0,40.8,0.0253,[],[],0,{},0,0,0,0,0
152,Febbraio,6,1,2,D2,6,0.0,0,1,1,1709.5,1709.0,0.5,0.0003,[],[],0,{},0,0,0,0,0
153,Febbraio,6,1,3,D3,3,0.0,1,1,0,1430.6,1467.0,-36.4,-0.0248,[],[],0,{},0,0,0,0,0
154,Febbraio,6,1,4,D4,5,0.0,0,0,0,1542.1,1614.0,-71.9,-0.0446,[],[],0,{},0,0,0,0,0
155,Febbraio,6,1,5,D5,5,0.0,1,1,1,1629.6,1626.0,3.6,0.0022,[],[],0,{},0,0,0,0,0
156,Febbraio,6,2,1,D1,5,0.0,0,1,0,1609.5,1612.0,-2.5,-0.0016,[],[],0,{},0,0,0,0,0
157,Febbraio,6,2,2,D2,6,0.0,0,1,1,1683.3,1709.0,-25.7,-0.015,[],[],0,{},0,0,0,0,0
158,Febbraio,6,2,3,D3,3,0.0,1,1,0,1412.6,1467.0,-54.4,-0.0371,[],[],0,{},0,0,0,0,0
159,Febbraio,6,2,4,D4,5,0.0,0,1,1,1616.2,1614.0,2.2,0.0014,[],[],0,{},0,0,0,0,0
160,Febbraio,6,2,5,D5,5,0.0,1,1,0,1625.5,1626.0,-0.5,-0.0003,[],[],0,{},0,0,0,0,0
161,Febbraio,6,3,1,D1,5,0.0,0,0,0,1608.1,1612.0,-3.9,-0.0024,[],[],0,{},0,0,0,0,0
162,Febbraio,6,3,2,D2,6,0.0,1,1,1,1708.2,1709.0,-0.8,-0.0005,[],[],0,{},0,0,0,0,0
163,Febbraio,6,3,3,D3,3,1.6,0,1,0,1482.6,1467.0,15.6,0.0106,[],[],0,{},0,0,0,0,0
164,Febbraio,6,3,4,D4,5,0.0,0,1,1,1625.5,1614.0,11.5,0.0071,[],[],0,{},0,0,0,0,0
165,Febbraio,6,3,5,D5,5,0.0,1,1,0,1693.2,1626.0,67.2,0.0414,[],[],0,{},0,0,0,0,0
166,Febbraio,6,4,1,D1,5,2.0,0,1,1,1613.7,1612.0,1.7,0.001,[],[],0,{},0,0,0,0,0
167,Febbraio,6,4,2,D2,6,0.0,1,1,0,1702.0,1709.0,-7.0,-0.0041,[],[],0,{},0,0,0,0,0
168,Febbraio,6,4,3,D3,3,0.0,0,0,0,1462.0,1467.0,-5.0,-0.0034,[],[],0,{},0,0,0,0,0
169,Febbraio,6,4,4,D4,5,0.0,1,1,1,1614.8,1614.0,0.8,0.0005,[],[],0,{},0,0,0,0,0
170,Febbraio,6,4,5,D5,5,0.0,0,1,0,1626.6,1626.0,0.6,0.0004,[],[],0,{},0,0,0,0,0
171,Febbraio,6,5,1,D1,5,0.0,0,1,1,1619.5,1612.0,7.5,0.0046,[],[],0,{},0,0,0,0,0
172,Febbraio,6,5,2,D2,6,0.0,1,1,0,1697.6,1709.0,-11.4,-0.0067,[],[],0,{},0,0,0,0,0
173,Febbraio,6,5,3,D3,3,0.0,0,1,1,1445.8,1467.0,-21.2,-0.0144,[],[],0,{},0,0,0,0,0
174,Febbraio,6,5,4,D4,5,1.6,1,1,0,1566.3,1614.0,-47.7,-0.0296,[],[],0,{},0,0,0,0,0
175,Febbraio,6,5,5,D5,5,0.0,0,0,0,1616.8,1626.0,-9.2,-0.0057,[],[],0,{},0,0,0,0,0
176,Febbraio,6,6,1,D1,5,0.0,1,1,1,1536.4,1612.0,-75.6,-0.0469,[],[],0,{},0,0,0,0,0
177,Febbraio,6,6,2,D2,6,0.0,0,1,0,1709.0,1709.0,0.0,0.0,[],[],0,{},0,0,0,0,0
178,Febbraio,6,6,3,D3,3,0.0,0,1,1,1419.5,1467.0,-47.5,-0.0324,[],[],0,{},0,0,0,0,0
179,Febbraio,6,6,4,D4,5,0.0,1,1,0,1599.0,1614.0,-15.0,-0.0093,[],[],0,{},0,0,0,0,0
180,Febbraio,6,6,5,D5,5,0.0,0,1,1,1623.2,1626.0,-2.8,-0.0017,[],[],0,{},0,0,0,0,0
